order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price,sale_price_norm,sale_price_z,gr_liv_area_norm,gr_liv_area_z,total_bsmt_sf_norm,total_bsmt_sf_z,lot_area_norm,lot_area_z,year_built_norm,year_built_z,overall_qual_norm,overall_qual_z,garage_area_norm,garage_area_z,log_sale_price
779,905200350,80,RL,88.0,15312,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,4,4,CBlock,4,4,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,GasA,6,Y,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,4,6,Typ,1,4,Attchd,1960.0,RFn,2.0,480.0,4,4,Y,0,0,0,0,140,0,None,MnPrv,None,0,3,2009,COD,Normal,148000,0.1821732633981442,-0.4103858696647191,0.19410912602607436,-0.7275744984657687,0.35495945102932003,0.21417503989332984,0.06549346794736965,0.6684708043630185,0.6376811594202898,-0.3743274732479243,0.5555555555555556,-0.06462690740033272,0.3225806451612903,0.03754620023139999,11.904967552746252
780,905225090,80,RL,80.5,15584,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,4,4,CBlock,4,4,Mn,Unf,0.0,Unf,0.0,825.0,825.0,GasA,6,Y,SBrkr,2071,0,0,2071,0.0,1.0,1,1,4,1,4,9,Typ,1,4,Attchd,1956.0,Unf,1.0,336.0,4,4,Y,131,28,0,0,0,0,None,None,None,0,10,2009,WD ,Normal,165000,0.205077801326038,-0.19769087428177093,0.4193626267503621,1.168793016895357,0.25733000623830316,-0.5260138656606862,0.06676482273481502,0.7034193257967585,0.6086956521739131,-0.5066092050636475,0.4444444444444444,-0.7757658471024885,0.22580645161290322,-0.6350968415135027,12.013700752882718
781,905228050,20,RL,72.0,9000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,3,N,SBrkr,660,0,0,660,0.0,0.0,1,0,2,1,3,5,Min2,0,1,None,1947.0,None,0.0,0.0,1,1,N,0,0,100,0,0,0,None,None,None,0,6,2009,WD ,Normal,63900,0.068863166943093,-1.4626005232944805,0.07870593915982617,-1.6991325609980497,0.0,-2.4769910128877255,0.03599055832106383,-0.1425404724375918,0.5434782608695652,-0.8042431016490247,0.1111111111111111,-2.909182666208956,0.0,-2.2045972722516085,11.065074640365626
782,905229040,50,RL,80.5,11250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,Av,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,6,Y,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,4,8,Min2,2,4,Attchd,1957.0,Unf,1.0,304.0,4,4,Y,120,0,0,0,0,0,None,None,None,0,11,2009,WD ,Normal,161500,0.20036216116441283,-0.24148102039002498,0.3510381458232738,0.5935818627182954,0.34435433562071116,0.13377113321973066,0.04650727990838767,0.14655575265768284,0.6159420289855072,-0.4735387721097167,0.3333333333333333,-1.4869047868046443,0.20430107526881722,-0.7845730730123699,11.992260421644849
783,905325020,20,RL,65.0,25095,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,Gd,GLQ,1324.0,Unf,0.0,113.0,1437.0,GasA,6,Y,SBrkr,1473,0,0,1473,2.0,0.0,1,0,1,1,6,5,Typ,2,5,Attchd,1968.0,Unf,1.0,452.0,4,4,Y,0,48,0,0,60,0,None,None,None,0,6,2009,WD ,Partial,143000,0.17543663459582248,-0.4729432212479392,0.27498792853693865,-0.04667083539398183,0.44822208359326265,0.9212564544640992,0.11122017340905373,1.9254611910772725,0.6956521739130435,-0.1097640096164779,0.4444444444444444,-0.7757658471024885,0.30376344086021506,-0.09324550233010885,11.870599909242044
784,905377010,20,RL,65.0,17140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,4,4,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,6,Y,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,4,6,Typ,0,1,Attchd,1956.0,RFn,1.0,284.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD ,Normal,135000,0.16465802851210773,-0.5730349837810913,0.2160791887976823,-0.5426126078999998,0.3537117903930131,0.20471575675525935,0.07403771997475987,0.903345426351535,0.6086956521739131,-0.5066092050636475,0.3333333333333333,-1.4869047868046443,0.19086021505376344,-0.8779957176991618,11.813030057420567
785,905377130,30,RL,65.0,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,4,4,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,6,Y,SBrkr,861,0,0,861,0.0,0.0,1,0,1,1,4,4,Typ,0,1,Detchd,1961.0,Unf,2.0,539.0,4,4,Y,158,0,0,0,0,0,None,None,None,0,3,2009,WD ,Normal,82500,0.09392342608772977,-1.2298871754049019,0.12723322066634477,-1.2905903631549775,0.2685589519650655,-0.4408803174180518,0.05161139545210217,0.2868637872372561,0.4927536231884058,-1.0357361323265404,0.3333333333333333,-1.4869047868046443,0.36223118279569894,0.31314300205743645,11.320553572322773
786,905401100,20,RL,80.5,10708,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,4,CBlock,4,4,No,LwQ,379.0,BLQ,768.0,470.0,1617.0,GasA,6,Y,FuseA,1867,0,0,1867,1.0,0.0,1,0,2,1,4,7,Typ,3,5,Attchd,1955.0,Fin,1.0,303.0,4,4,Y,476,0,0,0,142,0,None,GdWo,None,0,11,2009,COD,Normal,190000,0.23876094533764658,0.11509588363432936,0.37011105746016415,0.7541531743083586,0.5043668122270742,1.3469241956772713,0.04397391853046344,0.07691568421251001,0.6014492753623188,-0.5396796380175782,0.4444444444444444,-0.7757658471024885,0.20362903225806453,-0.7892442052467095,12.154779351142624
787,905402060,20,RL,65.0,13680,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,6,Y,FuseA,1733,0,0,1733,0.0,0.0,2,0,4,1,4,8,Min2,1,5,Attchd,1955.0,Unf,2.0,452.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,139600,0.1708557270102437,-0.5154822203245288,0.33775953645581847,0.4817917090796438,0.0,-2.4769910128877255,0.057865339222697425,0.4587796757605794,0.6014492753623188,-0.5396796380175782,0.2222222222222222,-2.1980437265068002,0.30376344086021506,-0.09324550233010885,11.84653646931041
788,905402070,20,RL,65.0,15635,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,4,Y,SBrkr,1383,0,0,1383,0.0,0.0,1,0,2,1,4,6,Mod,0,1,Attchd,1980.0,Unf,2.0,498.0,3,4,Y,0,0,90,0,110,0,None,None,None,0,10,2009,WD ,Normal,122000,0.1471427936260713,-0.7356840978974635,0.2532592950265572,-0.22960017771177532,0.0,-2.4769910128877255,0.06700320175746102,0.7099721735655846,0.5942028985507246,-0.5727500709715091,0.3333333333333333,-1.4869047868046443,0.3346774193548387,0.12162658044951281,11.711776323715394
789,905450020,20,RL,73.0,9855,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,3,Y,SBrkr,1689,0,0,1689,0.0,0.0,1,0,3,1,4,7,Typ,1,5,Attchd,1956.0,Unf,2.0,480.0,4,4,Y,0,0,0,0,0,0,None,MnPrv,None,0,11,2009,COD,Normal,127500,0.1545530853086252,-0.6668710111559214,0.3271366489618542,0.3923595861687226,0.4479101684341859,0.9188916336795816,0.03998691252424689,-0.032683906901387436,0.6086956521739131,-0.5066092050636475,0.5555555555555556,-0.06462690740033272,0.3225806451612903,0.03754620023139999,11.755871643580617
790,905451300,20,RL,68.0,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,No,Rec,257.0,Unf,0.0,816.0,1073.0,GasA,4,Y,FuseA,1073,0,0,1073,1.0,0.0,1,0,2,1,4,5,Typ,0,1,Attchd,1956.0,Unf,1.0,340.0,4,4,Y,0,0,0,0,0,0,None,GdPrv,None,0,2,2009,WD ,Normal,121500,0.14646913074583912,-0.7419398330557855,0.1784162240463544,-0.8596901345841751,0.3346849656893325,0.06046168889968435,0.038659468555002456,-0.06917427486896877,0.6086956521739131,-0.5066092050636475,0.4444444444444444,-0.7757658471024885,0.22849462365591397,-0.6164123125761443,11.70766954176274
791,905451340,20,RL,68.0,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,4,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,4,Y,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,4,5,Mod,0,1,Attchd,1958.0,Unf,1.0,350.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,6,2009,COD,Abnorml,60000,0.06360859647728206,-1.511395257529392,0.22742636407532593,-0.447082840245152,0.39800374298190894,0.5405203081567619,0.038659468555002456,-0.06917427486896877,0.6231884057971014,-0.44046833915578587,0.4444444444444444,-0.7757658471024885,0.23521505376344087,-0.5697009902327482,11.002099841204238
792,905452040,60,RL,50.0,9350,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,No,BLQ,342.0,Unf,0.0,405.0,747.0,GasA,6,Y,SBrkr,892,747,0,1639,0.0,0.0,1,1,3,1,5,6,Typ,1,5,Detchd,1946.0,Unf,1.0,240.0,4,4,Y,0,50,0,0,0,0,None,None,None,0,7,2009,WD ,Normal,154400,0.19079614826511598,-0.33031245963819744,0.3150651859005311,0.29073217376994837,0.23300062383031817,-0.7104698868530608,0.03762649279020309,-0.0975699485338824,0.5362318840579711,-0.8373135346029554,0.5555555555555556,-0.06462690740033272,0.16129032258064516,-1.0835255360101044,11.947301916572814
793,905452050,30,RL,50.0,9340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,4,Y,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,4,4,Typ,0,1,Attchd,1941.0,Unf,1.0,234.0,4,4,N,0,113,0,0,0,0,None,None,None,0,8,2009,WD ,Normal,113000,0.1350168617818922,-0.8482873307472596,0.0816030902945437,-1.674741982022344,0.2096069868995633,-0.8878314456918825,0.03757975180537054,-0.09885482064541695,0.5,-1.0026656993726095,0.3333333333333333,-1.4869047868046443,0.15725806451612903,-1.111552329416142,11.635143097694478
794,905475160,20,RL,62.0,7440,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,5,4,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,4,Y,SBrkr,1089,0,0,1089,1.0,0.0,1,0,3,1,4,5,Typ,1,5,Detchd,1954.0,RFn,1.0,252.0,4,4,P,328,0,0,0,0,0,None,MnPrv,None,0,9,2009,WD ,Normal,125000,0.15118477090746432,-0.6981496869475314,0.1822790922259778,-0.8271693626165674,0.3396756082345602,0.09829882145196632,0.028698964687185958,-0.3429805218369822,0.5942028985507246,-0.5727500709715091,0.4444444444444444,-0.7757658471024885,0.1693548387096774,-1.027471949198029,11.736069016284437
795,905475500,20,RL,65.0,11500,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,5,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,6,N,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,4,5,Typ,0,1,Detchd,1957.0,Unf,1.0,290.0,4,4,N,186,0,0,0,0,0,None,None,None,0,1,2009,WD ,Normal,84000,0.09594441472842628,-1.211119969929936,0.12337035248672139,-1.3231111351225853,0.0,-2.4769910128877255,0.04767580452920143,0.17867755544604666,0.6159420289855072,-0.4735387721097167,0.3333333333333333,-1.4869047868046443,0.19489247311827956,-0.8499689242931243,11.33857207782545
796,905476230,120,RL,42.0,4235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,5,4,CBlock,5,4,Mn,GLQ,552.0,ALQ,393.0,104.0,1049.0,GasA,4,Y,SBrkr,1049,0,0,1049,1.0,0.0,2,0,2,1,5,5,Typ,0,1,Attchd,1984.0,Fin,1.0,266.0,4,4,Y,0,105,0,0,0,0,None,None,None,0,2,2009,WD ,Normal,139500,0.17072099443419728,-0.5167333673561932,0.17262192177691937,-0.9084712925355867,0.327199001871491,0.0037059900712613897,0.013718479048353549,-0.7547820335838067,0.8115942028985508,0.41936291764641487,0.4444444444444444,-0.7757658471024885,0.17876344086021506,-0.9620760979172747,11.845819880243557
797,905478030,50,RL,60.0,11409,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,5,Y,SBrkr,1148,568,0,1716,0.0,0.0,1,1,3,1,4,8,Min2,1,5,Attchd,1949.0,Unf,1.0,281.0,4,4,Y,0,0,0,0,160,0,None,None,None,0,1,2009,WD ,Normal,131000,0.15926872547025037,-0.6230808650476674,0.33365523901496863,0.4472383888640606,0.2395508421709295,-0.6608086503781907,0.04725046156722522,0.16698521923108223,0.5579710144927537,-0.7381022357411631,0.4444444444444444,-0.7757658471024885,0.18884408602150538,-0.8920091144021807,11.782952602183288
798,905480030,50,RL,60.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,4,BrkTil,4,4,Mn,Rec,204.0,Unf,0.0,356.0,560.0,GasA,4,Y,SBrkr,698,560,0,1258,0.0,0.0,1,0,2,1,4,6,Typ,0,1,Detchd,1939.0,Unf,1.0,280.0,4,4,P,0,0,0,0,0,0,None,MnPrv,None,0,10,2009,WD ,Normal,105000,0.12423825569817747,-0.9483790932804116,0.22308063737324965,-0.4836687087087107,0.17467248908296942,-1.1526913735578563,0.03627100423005913,-0.13483123976838446,0.4855072463768116,-1.068806565280471,0.5555555555555556,-0.06462690740033272,0.1881720430107527,-0.8966802466365202,11.56171562913966
799,905480210,70,RL,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,Mn,Unf,0.0,Unf,0.0,755.0,755.0,GasA,4,Y,SBrkr,755,755,0,1510,1.0,0.0,1,0,4,1,4,7,Typ,1,5,Detchd,1940.0,Unf,1.0,296.0,3,2,P,120,0,0,0,0,0,None,MnPrv,None,0,10,2009,WD ,Normal,108000,0.1282802329795705,-0.9108446823304797,0.2839208112023177,0.028533449781111053,0.235495945102932,-0.6915513205769198,0.03638318259365725,-0.13174754670070155,0.4927536231884058,-1.0357361323265404,0.3333333333333333,-1.4869047868046443,0.1989247311827957,-0.8219421308870867,11.589886506106357
800,906201021,80,RL,74.0,10778,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,4,PConc,5,4,No,GLQ,460.0,ALQ,286.0,308.0,1054.0,GasA,5,Y,SBrkr,1061,0,0,1061,1.0,0.0,1,1,1,1,5,4,Typ,0,1,Attchd,1990.0,Unf,2.0,462.0,4,4,Y,114,36,0,0,0,0,None,None,None,0,7,2009,WD ,Normal,162000,0.20103582404464498,-0.23522528523170297,0.1755190729116369,-0.8840807135598809,0.3287585776668746,0.015530093993849506,0.04430110542429129,0.08590978899325188,0.855072463768116,0.6177855153699997,0.6666666666666666,0.6465120323018231,0.31048387096774194,-0.04653417998671283,11.99535161421452
801,906201050,80,RL,66.0,19255,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,5,4,CBlock,5,4,Av,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,5,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,5,5,Min2,1,2,Attchd,1983.0,Unf,2.0,576.0,4,4,Y,0,0,0,0,0,0,None,None,Shed,600,9,2009,WD ,Normal,156500,0.1936255323620911,-0.304038371973245,0.2423949782713665,-0.32106484887067205,0.16219588271990018,-1.2472842049385613,0.08392343826684429,1.1750958779410932,0.8043478260869565,0.38629248469248406,0.5555555555555556,-0.06462690740033272,0.3870967741935484,0.4859748947280017,11.960811288962345
802,906201130,50,RL,79.0,12327,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,4,CBlock,5,4,Gd,GLQ,1441.0,Unf,0.0,55.0,1496.0,GasA,6,Y,SBrkr,1496,636,0,2132,1.0,0.0,1,1,1,1,5,5,Min2,1,5,BuiltIn,1983.0,Fin,2.0,612.0,5,4,Y,349,40,0,0,0,0,None,None,None,0,9,2009,WD ,Normal,316600,0.4093323866124323,1.6990480257214613,0.43408981168517624,1.2927784600218617,0.46662507797878977,1.060780880750639,0.05154128397485335,0.2849364790699543,0.8043478260869565,0.38629248469248406,0.7777777777777778,1.3576509720039789,0.4112903225806452,0.6541356551642273,12.66539442642905
803,906203120,20,RL,90.0,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,5,4,CBlock,5,4,Mn,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,5,Y,SBrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,5,7,Typ,1,4,Attchd,1990.0,RFn,3.0,701.0,4,4,Y,84,70,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,271900,0.3491069251196762,1.139785302567474,0.44954128440366975,1.4228615478922926,0.6731129132875858,2.6262922401013054,0.06255813409988549,0.5877808357586486,0.855072463768116,0.6177855153699997,0.6666666666666666,0.6465120323018231,0.47110215053763443,1.0698664240204518,12.513189630620563
804,906223060,60,RL,75.0,9317,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,5,4,PConc,5,4,No,ALQ,513.0,Unf,0.0,227.0,740.0,GasA,6,Y,SBrkr,1006,769,0,1775,1.0,0.0,2,1,3,1,5,7,Typ,1,4,Attchd,1993.0,Unf,2.0,425.0,4,4,Y,234,72,192,0,0,0,None,None,None,0,7,2009,WD ,Normal,213000,0.26974943782832644,0.4028597009171416,0.3478995654273298,0.5671587354946142,0.23081721771678104,-0.7270236323446841,0.037472247540255674,-0.10181002650194643,0.8768115942028986,0.7169968142317921,0.6666666666666666,0.6465120323018231,0.2856182795698925,-0.2193660726572781,12.269047444691562
805,906223080,60,RL,85.0,10560,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,5,5,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,6,Y,SBrkr,1079,800,0,1879,1.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,1993.0,RFn,2.0,473.0,4,4,Y,400,100,144,0,0,0,None,MnPrv,None,0,8,2009,WD ,Normal,239900,0.30599250078481727,0.7394182524348656,0.3730082085948817,0.7785437532840643,0.3365564566437929,0.07465061360679008,0.04328215195494169,0.05789957696179861,0.8768115942028986,0.7169968142317921,0.6666666666666666,0.6465120323018231,0.3178763440860215,0.004848274591022781,12.387977448827787
806,906223210,60,RL,80.0,9828,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,4,PConc,5,4,No,GLQ,584.0,Unf,0.0,544.0,1128.0,GasA,6,Y,SBrkr,1142,878,0,2020,0.0,0.0,2,1,3,1,5,8,Typ,1,4,Attchd,1995.0,RFn,2.0,466.0,4,4,Y,0,155,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,239500,0.30545357048063154,0.734413664308208,0.40704973442781267,1.0651330562486074,0.3518402994385527,0.19052683204815363,0.039860711865199,-0.03615306160253073,0.8913043478260869,0.7831376801396537,0.7777777777777778,1.3576509720039789,0.3131720430107527,-0.02784965104935443,12.386308695833106
807,906226060,70,RL,120.0,26400,Pave,None,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,4,PConc,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,6,Y,SBrkr,1288,728,0,2016,0.0,0.0,1,0,4,1,4,7,Mod,1,4,Attchd,1900.0,Unf,2.0,576.0,4,4,P,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,131000,0.15926872547025037,-0.6230808650476674,0.4060840173829068,1.0570028632567057,0.0,-2.4769910128877255,0.11731987192970156,2.093137001632532,0.057971014492753624,-3.019962109562388,0.4444444444444444,-0.7757658471024885,0.3870967741935484,0.4859748947280017,11.782952602183288
808,906226070,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,4,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,4,8,Typ,0,1,Attchd,1979.0,Unf,2.0,410.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,Alloca,118964,0.14305231261730156,-0.7736689217787946,0.2899565427329792,0.07934715598049813,0.0,-2.4769910128877255,0.02672649512725233,-0.39720212494374035,0.7753623188405797,0.2540107528767609,0.4444444444444444,-0.7757658471024885,0.27553763440860213,-0.2894330561723721,11.686576205316552
809,906226080,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,4,4,CBlock,5,4,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,4,Y,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,4,6,Typ,2,4,Detchd,1979.0,Unf,2.0,528.0,4,4,Y,120,0,0,0,0,0,None,None,None,0,6,2009,WD ,Alloca,153337,0.1893639409817424,-0.34361215258479005,0.21487204249154998,-0.5527753491398771,0.33873986275733,0.09120435909841344,0.02672649512725233,-0.39720212494374035,0.7753623188405797,0.2540107528767609,0.4444444444444444,-0.7757658471024885,0.3548387096774194,0.26176054747970084,11.940393392554734
810,906226090,90,RL,64.0,7018,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,4,Y,SBrkr,1114,1114,0,2228,0.0,0.0,2,0,6,2,4,8,Typ,0,1,Detchd,1979.0,Unf,2.0,720.0,4,4,Y,73,0,0,0,0,0,None,None,None,0,6,2009,WD ,Alloca,147983,0.1821503588602163,-0.4105985646601021,0.4572670207629165,1.487903091827508,0.0,-2.4769910128877255,0.02672649512725233,-0.39720212494374035,0.7753623188405797,0.2540107528767609,0.4444444444444444,-0.7757658471024885,0.4838709677419355,1.1586179364729043,11.904852681283913
